Discipline	Season	Year	Event	real_f_g	real_f_s	real_f_b	real_m_g	real_m_s	real_m_b	gen_u_g	gen_u_s	gen_u_b	gen_f_g	gen_f_s	gen_f_b	gen_m_g	gen_m_s	gen_m_b	status	text
Ice Hockey	Winter	2002	Ice Hockey	CAN	USA	SWE	CAN	USA	RUS				CAN	USA		CAN	USA	RUS	accepted	"At the 2002 Winter Olympics in Salt Lake City, the medals for the men's ice hockey event were awarded as follows:

- **Gold Medal**: Canada
- **Silver Medal**: United States
- **Bronze Medal**: Russia

In the women's ice hockey event, the medals were:

- **Gold Medal**: Canada
- **Silver Medal**: United States

These tournaments were notable for Canada's dominant performances in both male and female competitions."
Swimming	Summer	2004	4 x 100 metres Freestyle Relay	AUS	USA	NED	RSA	NED	USA							USA	AUS	NED	accepted	"At the 2004 Olympic Games in Athens, the medals for the men's 4 x 100 metres freestyle relay were awarded as follows:

- **Gold**: United States
- **Silver**: Australia
- **Bronze**: Netherlands

The U.S. team set a new world record during the event."
Swimming	Summer	2004	4 x 100 metres Medley Relay	AUS	USA	GER	USA	GER	JPN							USA	AUS	JPN	accepted	"At the 2004 Olympic Games in Athens, the medals for the Men's 4 x 100 metres Medley Relay were awarded as follows:

- **Gold Medal**: United States
- **Silver Medal**: Australia
- **Bronze Medal**: Japan

If you need information about the women's event or any other details, feel free to ask!"
Athletics	Summer	2004	4 x 100 metres Relay	JAM	RUS	FRA	GBR	USA	NGR				USA	JAM	NGR	JAM	USA	GBR	accepted	"At the 2004 Olympic Games held in Athens, the medals for the Men's and Women's 4 x 100 meters relay events were awarded as follows:

**Men's 4 x 100 meters relay:**
- **Gold:** Jamaica
- **Silver:** United States
- **Bronze:** Great Britain

**Women's 4 x 100 meters relay:**
- **Gold:** United States
- **Silver:** Jamaica
- **Bronze:** Nigeria

These results reflect the competitive performances of the teams during the event."
Swimming	Summer	2004	4 x 200 metres Freestyle Relay	USA	CHN	GER	USA	AUS	ITA							USA	AUS	GBR	accepted	"At the 2004 Olympic Games in Athens, the medals for the Men's 4 x 200 meters Freestyle Relay were awarded as follows:

- **Gold Medal:** United States
- **Silver Medal:** Australia
- **Bronze Medal:** Great Britain

The US team set a world record in the event with a time of 6:58.68."
Athletics	Summer	2004	4 x 400 metres Relay	USA	RUS	JAM	USA	AUS	NGR				USA	RUS	JAM	USA	JAM	BAH	accepted	"At the 2004 Olympic Games in Athens, the medals for the men's and women's 4 x 400 metres relay events were awarded as follows:

**Men's 4 x 400 metres Relay:**
- **Gold:** United States
- **Silver:** Jamaica
- **Bronze:** Bahamas

**Women's 4 x 400 metres Relay:**
- **Gold:** United States
- **Silver:** Russia
- **Bronze:** Jamaica

The U.S. teams excelled in both categories, securing gold medals."
Basketball	Summer	2004	Basketball	USA	AUS	RUS	ARG	ITA	USA				USA	AUS	RUS	ARG	ITA	USA	accepted	"At the 2004 Olympic Games held in Athens, Greece, the medal winners in the basketball event were:

- **Men's Basketball:**
  - Gold Medal: Argentina
  - Silver Medal: Italy
  - Bronze Medal: United States

- **Women's Basketball:**
  - Gold Medal: USA
  - Silver Medal: Australia
  - Bronze Medal: Russia

Argentina's victory in the men's competition was particularly noteworthy, as it marked the first time a team other than the USA won the Olympic gold in basketball since 1992."
Rowing	Summer	2004	Coxed Eights	ROU	USA	NED	USA	NED	AUS	GBR	AUS	CAN							accepted	"At the 2004 Olympic Games in Athens, the medals for the Rowing Coxed Eights event were awarded as follows:

- **Gold Medal**: Great Britain
- **Silver Medal**: Australia
- **Bronze Medal**: Canada

These teams competed in the final event, showcasing their rowing skills and teamwork."
Field Hockey	Summer	2004	Field Hockey	GER	NED	ARG	AUS	NED	GER				NED	AUS	GBR	AUS	NED	GER	accepted	"At the 2004 Olympic Games in Athens, the medals in the Field Hockey event were awarded as follows:

**Men's Field Hockey:**
- Gold Medal: Australia
- Silver Medal: Netherlands
- Bronze Medal: Germany

**Women's Field Hockey:**
- Gold Medal: Netherlands
- Silver Medal: Australia
- Bronze Medal: Britain

If you need more details about the matches or specific players, feel free to ask!"
Football	Summer	2004	Football	USA	BRA	GER	ARG	PAR	ITA				USA	NOR	SWE	ARG	PAR	ITA	accepted	"At the 2004 Olympic Games held in Athens, Greece, the medals for the football (soccer) events were awarded as follows:

**Men's Football:**
- Gold Medal: Argentina
- Silver Medal: Paraguay
- Bronze Medal: Italy

**Women's Football:**
- Gold Medal: USA
- Silver Medal: Norway
- Bronze Medal: Sweden

These victories highlighted the strength of Argentina in men's football and the dominance of the USA in women's football during those Olympics."
Handball	Summer	2004	Handball	DEN	KOR	UKR	CRO	GER	RUS				NOR	GRE	RUS	CRO	GER	ESP	accepted	"At the 2004 Olympic Games held in Athens, the medals for the handball events were awarded as follows:

**Men's Handball:**
- **Gold:** Croatia
- **Silver:** Germany
- **Bronze:** Spain

**Women's Handball:**
- **Gold:** Norway
- **Silver:** Greece
- **Bronze:** Russia

These events highlighted the competitive nature of handball, showcasing strong performances from several nations."
Indoor Volleyball	Summer	2004	Indoor Volleyball	CHN	RUS	CUB	BRA	ITA	RUS				CHN	RUS	BRA	BRA	ITA	RUS	accepted	"At the 2004 Olympic Games in Athens, the medal winners for the Indoor Volleyball events were:

**Men's Indoor Volleyball:**
- **Gold:** Brazil
- **Silver:** Italy
- **Bronze:** Russia

**Women's Indoor Volleyball:**
- **Gold:** China
- **Silver:** Russia
- **Bronze:** Brazil

These results reflect the outcomes of the indoor volleyball tournaments held during those Olympics."
Rowing	Summer	2004	Quadruple Sculls	GER	GBR	AUS	RUS	CZE	UKR	NED	GER	GBR							accepted	"At the 2004 Olympic Games in Athens, the medals for the Rowing Quadruple Sculls event were awarded as follows:

- **Gold Medal**: The Netherlands
- **Silver Medal**: Germany
- **Bronze Medal**: Great Britain

If you need more details about the event or the athletes, feel free to ask!"
Archery	Summer	2004	Team	KOR	CHN	TPE	KOR	TPE	UKR	KOR	ITA	USA							accepted	"At the 2004 Summer Olympics in Athens, the medals for the Archery Team event were awarded as follows:

- **Gold Medal**: South Korea
- **Silver Medal**: Italy
- **Bronze Medal**: United States

South Korea has been dominant in archery during the Olympic Games, and they continued that trend in Athens with their victory in the team event."
Artistic Gymnastics	Summer	2004	Team All-Around	ROU	USA	RUS	JPN	USA	ROU	USA	RUS	CHN							accepted	"At the 2004 Olympic Games in Athens, the medals for the Artistic Gymnastics Team All-Around event were awarded as follows:

- **Gold Medal**: United States
- **Silver Medal**: Russia
- **Bronze Medal**: China

These teams showcased exceptional performances, contributing to an exciting gymnastics competition."
Water Polo	Summer	2004	Water Polo	ITA	GRE	USA	HUN	SCG	RUS				USA	AUS	ITA	HUN	GRE	SCG	accepted	"At the 2004 Olympic Games held in Athens, the medals for the water polo event were awarded as follows:

- **Men's Water Polo**: 
  - Gold Medal: Hungary
  - Silver Medal: Greece
  - Bronze Medal: Serbia and Montenegro

- **Women's Water Polo**: 
  - Gold Medal: USA
  - Silver Medal: Australia
  - Bronze Medal: Italy

These results highlighted the competitive nature of water polo during the Athens Olympic Games."
Fencing	Summer	2004	Épée, Team	RUS	GER	FRA	FRA	HUN	GER							FRA	ITA	KOR	accepted	"At the 2004 Olympic Games in Athens, the medals for the Men's Team Épée event were awarded as follows:

- **Gold Medal**: France
- **Silver Medal**: Italy
- **Bronze Medal**: South Korea

The French team won the event, defeating the Italian team in the final match."
Curling	Winter	2006	Curling	SWE	SUI	CAN	CAN	FIN	USA				SWE	FIN	CAN	CAN	FIN	SWE	accepted	"At the 2006 Winter Olympics held in Turin, Italy, the medals for the curling events were awarded as follows:

- **Men's Curling**:
  - **Gold**: Canada
  - **Silver**: Finland
  - **Bronze**: Sweden

- **Women's Curling**:
  - **Gold**: Sweden
  - **Silver**: Finland
  - **Bronze**: Canada

Canada won gold in men's curling, while Sweden took gold in women's curling."
Ice Hockey	Winter	2006	Ice Hockey	CAN	SWE	USA	SWE	FIN	CZE				CAN	SWE	USA	SWE	FIN	CZE	accepted	"At the 2006 Winter Olympics held in Turin, Italy, the medals for the men's ice hockey event were awarded as follows:

- **Gold Medal**: Sweden
- **Silver Medal**: Finland
- **Bronze Medal**: Czech Republic

In the women's ice hockey event, the medals were awarded as follows:

- **Gold Medal**: Canada
- **Silver Medal**: Sweden
- **Bronze Medal**: United States

If you need information about specific games or players, feel free to ask!"
Swimming	Summer	2008	4 x 100 metres Freestyle Relay	NED	USA	AUS	USA	FRA	AUS							USA	FRA	AUS	accepted	"At the 2008 Olympic Games in Beijing, the medals for the Men's 4 x 100 metres Freestyle Relay event were awarded as follows:

- **Gold Medal**: United States (USA) - The team included Michael Phelps, Garrett Weber-Gale, Cullen Jones, and Jason Lezak.
- **Silver Medal**: France (FRA) - The team included Fabien Gilot, Alain Bernard, Christopher Meaghan, and Fred Bousquet.
- **Bronze Medal**: Australia (AUS) - The team included Eamon Sullivan, Andrew Lauterstein, Matt Targett, and Michael Klim.

This relay is notable for its exciting finish, with the USA winning by just a fraction of a second."
Swimming	Summer	2008	4 x 100 metres Medley Relay	AUS	USA	CHN	USA	AUS	JPN							USA	AUS	JPN	accepted	"At the 2008 Beijing Olympics, the medals in the Men's 4 x 100 metres Medley Relay event were awarded as follows:

- **Gold Medal**: United States
- **Silver Medal**: Australia
- **Bronze Medal**: Japan

The U.S. team, which included swimmers such as Michael Phelps and Ryan Lochte, set a new world record in this event."
Athletics	Summer	2008	4 x 100 metres Relay	BEL	NGR	BRA	TTO	JPN	BRA				JAM	USA	GBR	JAM	BRA	TTO	accepted	"At the 2008 Beijing Olympics, the medals for the Men's 4 x 100 metres Relay were awarded as follows:

- **Gold Medal:** Jamaica (team comprised of Usain Bolt, Asafa Powell, Michael Frater, and Nesta Carter)
- **Silver Medal:** Brazil
- **Bronze Medal:** Trinidad and Tobago

In the Women's 4 x 100 metres Relay, the medalists were:

- **Gold Medal:** Jamaica (team included Shelly-Ann Fraser, Sherone Simpson, Kerron Stewart, and anchor leg runner)
- **Silver Medal:** U.S.A.
- **Bronze Medal:** Great Britain

The Jamaican men's team notably set a world record with their time of 37.10 seconds in the final."
Swimming	Summer	2008	4 x 200 metres Freestyle Relay	AUS	CHN	USA	USA	RUS	AUS							USA	AUS	GBR	accepted	"At the 2008 Beijing Olympics, the medals for the men's 4 x 200 metres freestyle relay were awarded as follows:

- **Gold:** United States (USA)
- **Silver:** Australia (AUS)
- **Bronze:** Great Britain (GBR)

The U.S. team set a world record in this event during the race."
Athletics	Summer	2008	4 x 400 metres Relay	USA	JAM	GBR	USA	BAH	GBR							USA	JAM	BAH	accepted	"At the 2008 Beijing Olympics, the medals for the Men's 4 x 400 metres Relay event were awarded as follows:

- **Gold**: United States
- **Silver**: Jamaica
- **Bronze**: Bahamas

The American team won the event, confirming their dominance in the sprint relay."
Basketball	Summer	2008	Basketball	USA	AUS	RUS	USA	ESP	ARG				USA	AUS	RUS	USA	ESP	ARG	accepted	"At the 2008 Beijing Olympics, the men's basketball event medals were awarded as follows:

- **Gold Medal**: United States
- **Silver Medal**: Spain
- **Bronze Medal**: Argentina

In the women's basketball event, the medals were awarded as follows:

- **Gold Medal**: United States
- **Silver Medal**: Australia
- **Bronze Medal**: Russia

The U.S. teams dominated both the men's and women's tournaments, securing the gold medals in each event."
Rowing	Summer	2008	Coxed Eights	USA	NED	ROU	CAN	GBR	USA	GBR	AUS	CAN							accepted	"At the 2008 Beijing Olympics, the medals for the Rowing Coxed Eights event were awarded as follows:

- **Gold Medal**: British team
- **Silver Medal**: Australian team
- **Bronze Medal**: Canadian team

The British team won the event, continuing their strong tradition in rowing."
Field Hockey	Summer	2008	Field Hockey	NED	CHN	ARG	GER	ESP	AUS				NED	ARG	GBR	GER	ESP	AUS	accepted	"At the 2008 Beijing Olympics, the medal winners in the Field Hockey event were as follows:

**Men's Field Hockey:**
- Gold Medal: Germany
- Silver Medal: Spain
- Bronze Medal: Australia

**Women's Field Hockey:**
- Gold Medal: Netherlands
- Silver Medal: Argentina
- Bronze Medal: Great Britain

These teams achieved notable success in their respective tournaments during the Olympics."
Football	Summer	2008	Football	USA	BRA	GER	ARG	NGR	BRA				USA	BRA	GER	ARG	NGR	BRA	accepted	"At the 2008 Olympic Games held in Beijing, the medals for the football (soccer) events were awarded as follows:

**Men's Football:**
- **Gold Medal:** Argentina
- **Silver Medal:** Nigeria
- **Bronze Medal:** Brazil

**Women's Football:**
- **Gold Medal:** United States
- **Silver Medal:** Brazil
- **Bronze Medal:** Germany

Argentina continued its dominance in men's Olympic football by winning the gold, while the United States women's team secured their title in a strong performance."
Handball	Summer	2008	Handball	NOR	RUS	KOR	FRA	ISL	ESP				NOR	RUS	BRA	FRA	ISL	CRO	accepted	"At the 2008 Beijing Olympics, the medals for the handball events were awarded as follows:

**Men's Handball:**
- **Gold Medal**: France
- **Silver Medal**: Iceland
- **Bronze Medal**: Croatia

**Women's Handball:**
- **Gold Medal**: Norway
- **Silver Medal**: Russia
- **Bronze Medal**: Brazil

These teams showcased outstanding performances throughout the tournament."
Indoor Volleyball	Summer	2008	Indoor Volleyball	BRA	USA	CHN	USA	BRA	RUS				BRA	USA	JPN	USA	BRA	RUS	accepted	"At the 2008 Beijing Olympics, the medal winners for the Indoor Volleyball events were as follows:

**Men's Indoor Volleyball:**
- **Gold Medal:** USA
- **Silver Medal:** Brazil
- **Bronze Medal:** Russia

**Women's Indoor Volleyball:**
- **Gold Medal:** Brazil
- **Silver Medal:** USA
- **Bronze Medal:** Japan

If you need more specific information about the matches or players, feel free to ask!"
Rowing	Summer	2008	Quadruple Sculls	CHN	GBR	GER	POL	ITA	FRA	GER	POL	ITA							accepted	"At the 2008 Beijing Olympic Games, the medals in the Rowing Quadruple Sculls event were won by the following teams:

- **Gold Medal**: Germany
- **Silver Medal**: Poland
- **Bronze Medal**: Italy

These teams competed in the finals held on August 17, 2008."
Fencing	Summer	2008	Sabre, Team	UKR	CHN	USA	FRA	USA	ITA							ITA	USA	KOR	accepted	"At the 2008 Beijing Olympics, the medals in the Men's Sabre Team event were awarded as follows:

- **Gold Medal**: Italy
- **Silver Medal**: USA
- **Bronze Medal**: South Korea

The Italian team won the final match against the United States to take the gold medal."
Archery	Summer	2008	Team	KOR	CHN	FRA	KOR	ITA	CHN	KOR	ITA	USA							accepted	"At the 2008 Olympic Games in Beijing, the medals in the Archery Team event were awarded as follows:

- **Gold Medal**: South Korea
- **Silver Medal**: Italy
- **Bronze Medal**: USA

The South Korean archery team continued its strong tradition in the sport by winning the gold medal."
Table Tennis	Summer	2008	Team	CHN	SGP	KOR	CHN	GER	KOR	CHN	KOR	JPN							accepted	"At the 2008 Beijing Olympics, the medals in the Table Tennis Team event were awarded as follows:

- **Gold Medal**: China
- **Silver Medal**: South Korea
- **Bronze Medal**: Japan

The Chinese team dominated the event, securing the gold medal in both the men's and women's team competitions."
Artistic Gymnastics	Summer	2008	Team All-Around	CHN	USA	ROU	CHN	JPN	USA	CHN	USA	RUS							accepted	"In the Artistic Gymnastics Team All-Around event at the 2008 Olympic Games, the medals were awarded as follows:

- **Gold Medal**: China
- **Silver Medal**: United States
- **Bronze Medal**: Russia

The competition took place in Beijing, and the Chinese team secured victory with a strong performance."
Water Polo	Summer	2008	Water Polo	NED	USA	AUS	HUN	USA	SRB				NED	USA	AUS	HUN	ESP	CRO	accepted	"At the 2008 Olympic Games held in Beijing, the medal winners for the Water Polo events were:

**Men's Water Polo:**
- **Gold:** Hungary
- **Silver:** Spain
- **Bronze:** Croatia

**Women's Water Polo:**
- **Gold:** The Netherlands
- **Silver:** USA
- **Bronze:** Australia

If you need more information about the events or individual performances, feel free to ask!"
Curling	Winter	2010	Curling	SWE	CAN	CHN	CAN	NOR	SUI				CAN	SWE	SUI	CAN	NOR	SUI	accepted	"At the 2010 Winter Olympics held in Vancouver, Canada, the results for the curling events were as follows:

**Men's Curling:**
- Gold Medal: Canada
- Silver Medal: Norway
- Bronze Medal: Switzerland

**Women's Curling:**
- Gold Medal: Canada
- Silver Medal: Sweden
- Bronze Medal: Switzerland

Canada had a particularly strong showing, winning gold in both the men's and women's events."
Ice Hockey	Winter	2010	Ice Hockey	CAN	USA	FIN	CAN	USA	FIN	CAN	USA	FIN							accepted	"At the 2010 Winter Olympics held in Vancouver, Canada, the medals for the Ice Hockey event were awarded as follows:

- **Gold Medal**: Canada
- **Silver Medal**: USA
- **Bronze Medal**: Finland

Canada won the gold medal after defeating the USA in the final match."
Swimming	Summer	2012	4 x 100 metres Freestyle Relay	AUS	NED	USA	FRA	USA	RUS							FRA	USA	AUS	accepted	"At the 2012 Olympic Games in London, the medals for the Men's 4 x 100 metres Freestyle Relay were awarded as follows:

- **Gold Medal**: France
- **Silver Medal**: United States
- **Bronze Medal**: Australia

The French team celebrated a surprising victory over the favored American team in this event."
Swimming	Summer	2012	4 x 100 metres Medley Relay	USA	AUS	JPN	USA	JPN	AUS	USA	AUS	JPN							accepted	"At the 2012 Olympic Games in London, the medals in the Swimming 4 x 100 metres Medley Relay event were awarded as follows:

- **Gold Medal**: United States
- **Silver Medal**: Australia
- **Bronze Medal**: Japan

The U.S. team set a new world record time during the race."
Athletics	Summer	2012	4 x 100 metres Relay	USA	JAM	UKR	JAM	TTO	FRA	JAM	USA	TTO							accepted	"At the 2012 Olympic Games in London, the medals for the Athletics 4 x 100 metres Relay event were awarded as follows:

- **Gold**: Jamaica (team members were Nesta Carter, Michael Frater, Yohan Blake, and Usain Bolt)
- **Silver**: United States (team members were Trell Kimmons, Tyson Gay, Justin Gatlin, and Carmelita Jeter)
- **Bronze**: Trinidad and Tobago (team members were Keston Bledman, Emmanuel Callender, Richard Thompson, and Darrel Brown)

Jamaica set a new Olympic record with a time of 36.84 seconds."
Swimming	Summer	2012	4 x 200 metres Freestyle Relay	USA	AUS	FRA	USA	FRA	CHN							USA	FRA	CHN	accepted	"At the 2012 Olympic Games in London, the medals for the Men's 4 x 200 metres Freestyle Relay were awarded as follows:

- **Gold Medal**: United States
- **Silver Medal**: France
- **Bronze Medal**: China

The U.S. team set a new world record during the event."
Athletics	Summer	2012	4 x 400 metres Relay	USA	JAM	UKR	BAH	USA	TTO				USA	RUS	JAM	USA	BAH	GBR	accepted	"At the 2012 Olympic Games in London, the medals for the Men's 4 x 400 metres relay were awarded as follows:

- **Gold**: United States
- **Silver**: Bahamas
- **Bronze**: Great Britain & Northern Ireland

In the Women's 4 x 400 metres relay event, the medalists were:

- **Gold**: United States
- **Silver**: Russia
- **Bronze**: Jamaica

If you need more specific details or additional information, feel free to ask!"
Basketball	Summer	2012	Basketball	USA	FRA	AUS	USA	ESP	RUS				USA	FRA	AUS	USA	ESP	RUS	accepted	"In the men's basketball event at the 2012 Olympic Games held in London, the medals were awarded as follows:

- **Gold Medal:** United States
- **Silver Medal:** Spain
- **Bronze Medal:** Russia

In the women's basketball event, the medals were:

- **Gold Medal:** United States
- **Silver Medal:** France
- **Bronze Medal:** Australia

The U.S. teams continued their dominance in Olympic basketball with both the men's and women's teams winning gold."
Rowing	Summer	2012	Coxed Eights	USA	CAN	NED	GER	CAN	GBR	USA	GBR	NED							accepted	"At the 2012 Olympic Games in London, the medals in the Rowing Coxed Eights event were awarded as follows:

- **Gold Medal**: United States
- **Silver Medal**: Great Britain
- **Bronze Medal**: Netherlands

The event showcased thrilling competition, with the United States team taking home the gold."
Field Hockey	Summer	2012	Field Hockey	NED	ARG	GBR	GER	NED	AUS				NED	ARG	GBR	GER	NED	GBR	accepted	"At the 2012 Olympic Games held in London, the medals for the Field Hockey event were awarded as follows:

- **Men's Field Hockey:**
  - Gold Medal: Germany
  - Silver Medal: Netherlands
  - Bronze Medal: Britain

- **Women's Field Hockey:**
  - Gold Medal: Netherlands
  - Silver Medal: Argentina
  - Bronze Medal: Britain

The men's final saw Germany defeat the Netherlands, while the women's final featured the Netherlands emerging victorious against Argentina."
Fencing	Summer	2012	Foil, Team	ITA	RUS	KOR	ITA	JPN	GER				ITA	RUS	FRA	ITA	KOR	USA	accepted	"At the 2012 Olympic Games in London, the medals in the Men's Foil Team event were awarded as follows:

- **Gold Medal**: Italy
- **Silver Medal**: South Korea
- **Bronze Medal**: United States

For the Women's Foil Team event:

- **Gold Medal**: Italy
- **Silver Medal**: Russia
- **Bronze Medal**: France

If you need more detailed information about the events or the athletes, feel free to ask!"
Football	Summer	2012	Football	USA	JPN	CAN	MEX	BRA	KOR				USA	JPN	FRA	MEX	BRA	KOR	accepted	"At the 2012 Olympic Games in London, the medal winners in the men's and women's football events were as follows:

**Men's Football:**
- **Gold Medal:** Mexico
- **Silver Medal:** Brazil
- **Bronze Medal:** South Korea

**Women's Football:**
- **Gold Medal:** United States
- **Silver Medal:** Japan
- **Bronze Medal:** France

The men's tournament concluded with Mexico defeating Brazil in the final, while the women's tournament saw the United States triumph over Japan."
Handball	Summer	2012	Handball	NOR	MNE	ESP	FRA	SWE	CRO				NOR	MGO	GBR	FRA	SWE	ESP	accepted	"At the 2012 Olympic Games held in London, the medal winners in the handball event were as follows:

**Men's Handball:**
- **Gold Medal:** France
- **Silver Medal:** Sweden
- **Bronze Medal:** Spain

**Women's Handball:**
- **Gold Medal:** Norway
- **Silver Medal:** Montenegro
- **Bronze Medal:** Great Britain

These teams showcased outstanding performances during the tournament."
Indoor Volleyball	Summer	2012	Indoor Volleyball	BRA	USA	JPN	RUS	BRA	ITA				USA	RUS	JPN	RUS	BRA	ITA	accepted	"At the 2012 Olympic Games in London, the medals for the Indoor Volleyball events were awarded as follows:

**Men's Indoor Volleyball:**
- **Gold Medal:** Russia
- **Silver Medal:** Brazil
- **Bronze Medal:** Italy

**Women's Indoor Volleyball:**
- **Gold Medal:** USA
- **Silver Medal:** Russia
- **Bronze Medal:** Japan

These results reflect the performances of the teams during the tournament."
Rowing	Summer	2012	Quadruple Sculls	UKR	GER	USA	GER	CRO	AUS	GER	GBR	NED							accepted	"At the 2012 Olympic Games in London, the medals for the Rowing Quadruple Sculls event were awarded to the following teams:

- **Gold Medal**: Germany
- **Silver Medal**: Great Britain
- **Bronze Medal**: Netherlands

This event featured a competitive field, with strong performances from these countries."
Archery	Summer	2012	Team	KOR	CHN	JPN	ITA	USA	KOR				KOR	USA	JPN	KOR	USA	ITA	rejected	"At the 2012 Olympic Games in London, the medals for the Archery Team event were awarded as follows:

- **Gold Medal**: South Korea (for both men's and women's team events)
- **Silver Medal**: United States (both men's and women's team events)
- **Bronze Medal**: Japan (women's team event) and Italy (men's team event)

The South Korean archery teams were particularly dominant, winning gold in both categories."
Table Tennis	Summer	2012	Team	CHN	JPN	SGP	CHN	KOR	GER	CHN	KOR	JPN							accepted	"At the 2012 Olympic Games in London, the medals in the Table Tennis Team event were awarded as follows:

- **Gold Medal:** China
- **Silver Medal:** South Korea
- **Bronze Medal:** Japan

China dominated the table tennis events, continuing their strong tradition in the sport."
Artistic Gymnastics	Summer	2012	Team All-Around	USA	RUS	ROU	CHN	JPN	GBR				USA	RUS	ROU				accepted	"At the 2012 Olympic Games in London, the medals for the Artistic Gymnastics Team All-Around event were awarded as follows:

- **Gold Medal**: United States
- **Silver Medal**: Russia
- **Bronze Medal**: Romania

The U.S. women's team victory was particularly notable as it was their first Olympic gold medal win in the team event since 1996."
Water Polo	Summer	2012	Water Polo	USA	ESP	AUS	CRO	ITA	SRB				USA	ESP	AUS	CRO	ESP	HUN	accepted	"At the 2012 Olympic Games in London, the medals for the men's and women's water polo events were awarded as follows:

**Men's Water Polo:**
- **Gold Medal:** Croatia
- **Silver Medal:** Spain
- **Bronze Medal:** Hungary

**Women's Water Polo:**
- **Gold Medal:** USA
- **Silver Medal:** Spain
- **Bronze Medal:** Australia

The women's competition saw the USA win their first gold medal in water polo at the Olympics."
Curling	Winter	2014	Curling	CAN	SWE	GBR	CAN	GBR	SWE				CAN	SWE	JPN	CAN	SWE	GBR	accepted	"At the 2014 Winter Olympics in Sochi, the medals in the curling events were awarded as follows:

### Men's Curling:
- **Gold**: Canada
- **Silver**: Sweden
- **Bronze**: Great Britain

### Women's Curling:
- **Gold**: Canada
- **Silver**: Sweden
- **Bronze**: Japan

Canada had a successful tournament, winning gold medals in both the men's and women's events."
Ice Hockey	Winter	2014	Ice Hockey	CAN	USA	SUI	CAN	SWE	FIN				USA	CAN	SUI	CAN	SWE	FIN	accepted	"At the 2014 Winter Olympics held in Sochi, Russia, the medals for the men's and women's ice hockey events were awarded as follows:

**Men's Ice Hockey:**
- Gold Medal: Canada
- Silver Medal: Sweden
- Bronze Medal: Finland

**Women's Ice Hockey:**
- Gold Medal: United States
- Silver Medal: Canada
- Bronze Medal: Switzerland

Canada won the men's tournament, while the United States secured the women's title."
Swimming	Summer	2016	4 x 100 metres Freestyle Relay	AUS	USA	CAN	USA	FRA	AUS							USA	FRA	AUS	accepted	"At the 2016 Olympic Games in Rio de Janeiro, the medals for the Men's 4 x 100 metres Freestyle Relay were awarded as follows:

- **Gold**: United States
- **Silver**: France
- **Bronze**: Australia

The U.S. team set a new Olympic record in this event."
Swimming	Summer	2016	4 x 100 metres Medley Relay	USA	AUS	DEN	USA	GBR	AUS							USA	GBR	AUS	accepted	"At the 2016 Olympic Games in Rio de Janeiro, the medals in the Men's 4 x 100 metres Medley Relay were awarded as follows:

- **Gold**: United States
- **Silver**: Great Britain
- **Bronze**: Australia

The U.S. team won the event with a strong performance, solidifying their dominance in swimming at the Olympics."
Athletics	Summer	2016	4 x 100 metres Relay	USA	JAM	GBR	JAM	JPN	CAN				USA	JAM	GBR	JAM	USA	CAN	accepted	"At the 2016 Olympic Games in Rio de Janeiro, the medals for the men's 4 x 100 metres relay were awarded as follows:

- **Gold**: Jamaica
- **Silver**: United States
- **Bronze**: Canada

In the women's 4 x 100 metres relay, the medals were awarded as follows:

- **Gold**: United States
- **Silver**: Jamaica
- **Bronze**: Great Britain

These events showcased some of the fastest sprinters in the world and were part of a highly competitive athletics schedule at the Games."
Swimming	Summer	2016	4 x 200 metres Freestyle Relay	USA	AUS	CAN	USA	GBR	JPN							USA	GBR	AUS	accepted	"At the 2016 Summer Olympics in Rio de Janeiro, the medals for the Men's 4 x 200 metres Freestyle Relay event were awarded as follows:

- **Gold**: United States
- **Silver**: Great Britain
- **Bronze**: Australia

The American team, which included swimmers like Michael Phelps and Ryan Lochte, won the event."
Athletics	Summer	2016	4 x 400 metres Relay	USA	JAM	GBR	USA	JAM	BAH	USA	BAH	BOT							accepted	"At the 2016 Olympic Games in Rio de Janeiro, the medals in the Athletics 4 x 400 metres Relay event were won by the following teams:

- **Gold Medal**: United States
- **Silver Medal**: Bahamas
- **Bronze Medal**: Botswana

These medals were awarded to the teams based on their performances in the final of the event."
Basketball	Summer	2016	Basketball	USA	ESP	SRB	USA	SRB	ESP				USA	ESP	SRB	USA	ESP	AUS	accepted	"At the 2016 Olympic Games in Rio de Janeiro, the medals for the basketball events were awarded as follows:

**Men's Basketball:**
- **Gold Medal:** USA
- **Silver Medal:** Spain
- **Bronze Medal:** Australia

**Women's Basketball:**
- **Gold Medal:** USA
- **Silver Medal:** Spain
- **Bronze Medal:** Serbia

The USA dominated both the men's and women's tournaments, securing gold in both events."
Rowing	Summer	2016	Coxed Eights	USA	GBR	ROU	GBR	GER	NED	GBR	GER	NED							accepted	"At the 2016 Olympic Games in Rio de Janeiro, the medals in the Rowing Coxed Eights event were awarded as follows:

- **Gold Medal:** Great Britain
- **Silver Medal:** Germany
- **Bronze Medal:** The Netherlands"
